Country Name,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Latin America & Caribbean (excluding high income),1.905100712,-0.008453057,3.816169849,0.734834979,0.242463291,1.475812555,6.373954498,4.539416675,5.511570276,5.990538582,4.128844882,-1.767408506,5.996628054,4.467668309,2.812391478,2.781772598,0.668636406,-0.841319409
Lao PDR,3.967608091,7.306376073,5.798782326,5.751412882,5.918749073,6.066996905,6.35769548,7.107568369,8.619266209,7.596828801,7.824902763,7.501774913,8.526905517,8.038652681,8.024211032,8.471097672,7.515270123,6.99522552
Lebanon,3.592643299,-0.453074266,1.34406653,3.953516126,3.373876548,3.23739038,7.478802317,2.702340944,1.602773165,9.4040866,9.098076674,10.30091265,7.996086279,2.004586309,2.199999964,0.900000061,1.810007635,1.508567042
Liberia,30.20813102,21.74144788,28.61593335,2.918717298,3.762764999,-30.14522252,2.620605256,5.28197573,8.043162022,9.534892858,7.146939285,5.300099075,6.099944692,8.199998146,7.99445127,8.703875016,0.701141636,0.297657564
Libya,,,3.679213293,-1.762878168,-0.958849381,13.01600108,4.461629982,11.87072893,6.500547227,6.352316994,2.66735579,-0.790141832,5.021289739,-62.07591958,104.4867889,-13.55238921,-24,-10.2
St. Lucia,6.353149719,2.358586863,4.420562002,-3.228761803,0.045405165,4.783465553,8.215291505,-0.787011779,8.222634829,0.621413851,2.793275138,-0.453633259,-1.716769987,0.701816462,-1.056272321,0.138582388,0.456088954,1.760480089
Latin America & Caribbean,2.114833783,0.034511363,3.750542631,1.035091419,0.331883299,1.60435369,6.216553836,4.503165411,5.324786065,5.724852199,3.969707989,-1.728114166,5.785136279,4.383219802,2.821862931,2.781351405,0.74511727,-0.683008466
Least developed countries: UN classification,4.298025766,4.112586026,4.021435852,5.492917771,3.061823023,5.421606029,6.661689505,8.262117808,8.207857586,9.378624454,7.409990081,4.455253848,5.350877782,3.743374128,4.192641504,5.552887255,5.49085227,4.440449999
Low income,3.084720249,3.154847483,1.812652771,4.482307945,2.250639268,3.072131729,5.406202349,6.162917938,5.353938002,6.500127626,5.223730687,5.645544594,6.734507732,5.882436911,4.202718608,5.878930436,6.027958112,4.69332866
Liechtenstein,7.761262133,10.41092416,3.220190998,-0.733091477,-0.993919345,-1.937566245,3.039173512,4.828074952,8.644969847,3.325962956,1.798087686,-1.157481822,,,,,,
Sri Lanka,4.698423046,4.300540498,6.00003316,-1.545408134,3.964675686,5.940269078,5.445061278,6.241748045,7.6682919,6.796826119,5.950088145,3.538912053,8.015959407,8.404738131,9.144579388,3.395709596,4.878603033,4.785984567
Lower middle income,0.512724809,4.554331326,4.350121266,4.293428988,3.829513566,6.322887976,8.394322201,6.601089633,7.379907401,7.22283031,4.745239886,4.999727877,7.401552624,5.396738733,5.120328356,5.576271892,5.571751688,5.4769838
Low & middle income,1.915563763,3.23081923,5.566844192,3.47927207,4.085517983,5.418480555,8.056844536,7.080951556,8.072280531,8.618244306,5.675153181,2.322077872,7.541535661,5.954024616,4.954904644,4.85703523,4.210822926,3.550540716
Lesotho,1.743989365,0.402031682,5.140339514,4.22920334,0.532376117,4.691154436,2.291777907,2.704500225,4.307444107,4.733465098,5.733473897,3.357932789,7.891144168,4.04854461,4.993621287,4.461031071,3.639082752,
Late-demographic dividend,2.100822204,4.067976108,6.688620064,4.802794824,5.475961921,6.365725012,7.68508529,7.185955535,8.714630086,9.593515467,6.529629513,2.541477158,7.60879428,6.615848721,5.315371283,5.092999627,4.463656282,3.354636178
Lithuania,7.467176003,-1.134642895,3.83166714,6.524430875,6.760749533,10.53856477,6.550083027,7.727407918,7.406444355,11.08695439,2.628077961,-14.81416332,1.639819649,6.044910029,3.835604582,3.544744983,3.032469985,1.593774606
Luxembourg,6.491304425,8.420360543,8.441852354,2.152855377,3.620782281,1.397642591,4.411116963,3.216432925,5.110594745,8.395647185,-0.843120826,-5.376988795,5.676656248,2.565685444,-0.847072985,4.346679537,4.069293381,4.849233222
Latvia,6.533236884,2.621478464,5.40086984,6.457260341,7.111753025,8.424604182,8.341507485,10.70157261,11.90219148,9.96049931,-3.597639193,-14.34892637,-3.78028072,6.211500744,4.005234456,3.021631081,2.359205218,1.886912296
"Macao SAR, China",-4.59999991,-2.400000008,5.699999959,15.47340027,8.947244712,11.65370804,26.75498727,8.059804124,13.31416975,14.44754993,3.393762962,1.321117614,25.26386197,21.67259965,9.229711564,11.20062232,-0.852104,-20.34873256
St. Martin (French part),,,,,,,,,,,,,,,,,,
Morocco,7.23855269,1.081332562,1.912872981,7.319967454,3.121449656,5.961162155,4.797018362,3.291639684,7.574631645,3.531913925,5.922950526,4.243757321,3.815717917,5.245697297,3.009961262,4.725331777,2.417081182,4.4
Monaco,3.503268192,3.300541382,3.910231911,2.187729373,1.026496836,1.087535488,2.470486213,1.895413784,5.049346202,14.58244232,10,,,,,,,
Moldova,-6.49999995,-3.400000332,2.100000277,6.100000042,7.800000106,6.600000426,7.410062486,7.487164565,4.798521976,3.067943527,7.764846405,-5.989579853,7.094071762,6.414350738,-0.700000351,9.396806409,4.8,-0.5
Madagascar,3.932336443,4.6591157,4.760065099,6.017824403,-12.67378814,9.784892131,5.257003604,4.602899965,5.022607002,6.240578451,7.128513539,-4.013860583,0.263110856,1.454392168,3.027536044,2.263499584,3.126165895,3.016568886
Maldives,,,,,5.733744344,14.18146703,14.10006578,-8.604050318,20.65432576,10.79088228,12.47675617,-5.511438552,5.96267316,8.70933893,2.496489996,4.699793673,6.480585724,1.513884196
Middle East & North Africa,4.622233432,2.931616977,5.624361641,1.93388371,2.348402838,4.622093662,8.414481633,5.606507129,6.800559003,6.160316751,5.028647754,1.578322168,5.0588554,3.673683646,4.185923885,2.176024502,2.49195606,2.908028787
Mexico,4.701842416,2.667013147,5.296473838,-0.60549239,0.131917169,1.422671242,4.295714251,3.032573659,4.944514348,3.204123017,1.40029037,-4.700338863,5.11019849,4.044613879,4.018173869,1.34536242,2.250316467,2.546869971
Marshall Islands,-2.844265171,-2.397148488,5.890676039,5.363380056,2.615902679,0.170064959,-0.055412459,2.750235998,1.923486585,3.736561743,-1.889703772,-2.36201857,4.109197031,0.152739118,2.81423221,2.342032379,-0.971303396,
Middle income,1.900263951,3.231871779,5.618589424,3.465949094,4.110126857,5.450938015,8.092684195,7.093055899,8.107810788,8.645224045,5.680789694,2.278192212,7.552543144,5.954993612,4.964998268,4.84342195,4.186274618,3.534585399
"Macedonia, FYR",3.378735622,4.339027922,4.549135778,-3.067245662,1.494028679,2.222222222,4.674428357,4.723377527,5.137025162,6.473486858,5.471711774,-0.358615842,3.358760114,2.339892284,-0.456184412,2.925265321,3.540834345,3.665280374
Mali,7.571667639,5.700943653,-0.06083497,14.66122069,7.929994677,12.95226488,-6.152742148,10.36853165,12.51365778,8.302834121,9.545858585,11.7464878,10.8690858,7.749889395,11.21561874,7.014482138,7.788725571,7.61105767
Malta,5.125603164,4.71997263,6.77019381,-1.549888586,2.811588371,0.132087471,-0.503224546,3.66560275,2.223906402,4.279227098,3.9,-2.8,4.3,1.4,1.1,2.9,,
Myanmar,5.866213153,10.94512998,13.74593056,11.3440345,12.02551864,13.84399505,13.64190607,,,,,,,,,8.519691107,8.49636586,6.991270978
Middle East & North Africa (excluding high income),6.816768125,4.956441623,4.195201296,2.852950818,3.534502998,2.535630577,8.14436582,4.961174905,5.73786464,6.326092259,3.765176791,3.140874177,5.387456506,-0.644808175,2.86114421,0.891999934,1.558152255,
Montenegro,4.900002988,-9.399997528,3.099997417,1.100001032,1.899998858,2.499998406,4.400003554,4.192994029,8.566242791,10.65790133,6.922597533,-5.656917491,2.46373268,3.228451021,-2.723796788,3.548980552,1.783712681,3.374693813
Mongolia,3.3399366,3.070369009,1.146062137,2.952710544,4.732978464,7.004634576,10.62540596,7.253665441,8.556234809,10.24801636,8.900367946,-1.268598941,6.365161685,17.29077735,12.31981973,11.64891583,7.885225829,2.29544361
Northern Mariana Islands,,,,,,,,,,,,,,,,,,
Mozambique,11.85939398,7.822974027,1.678502985,12.72096582,8.794057581,6.500606668,7.811186108,8.720667877,9.851055465,7.426060991,6.876205447,6.351461683,6.687731849,7.117606632,7.198185826,7.1416833,7.434140922,6.266542057
Mauritania,2.77780492,7.712825411,-0.430406256,2.008796925,0.665004156,5.978253348,5.74742354,8.969422318,18.86909934,2.817836772,1.079967167,-1.042081704,4.773697175,4.704066531,5.795078172,6.090258729,4.206214056,
Mauritius,6.070628116,2.610779527,9.026614099,2.573570288,2.11331329,3.656856398,5.745767527,1.241387538,3.947653044,5.890498632,5.511089889,3.048982486,4.100201815,3.889883083,3.221946714,3.189178155,3.624025462,3.500010227
Malawi,3.895253633,3.042278097,1.576077831,-4.974963841,1.700000007,5.70563944,5.420497688,3.268725833,4.7,9.599999997,7.639736774,8.328110276,6.874065635,4.854055109,1.885799507,5.199999998,5.700000004,2.950000002
Malaysia,-7.359415368,6.137609867,8.858868104,0.517675303,5.390988327,5.788499279,6.783437734,5.332139144,5.584847069,6.298785931,4.831769894,-1.51368508,7.425970491,5.293784657,5.473454192,4.713453716,5.992609342,4.952370606
North America,4.395934117,4.729789524,4.197088202,1.054079922,1.902610421,2.709341427,3.7177825,3.330842283,2.663507237,1.806127951,-0.167114794,-2.793343088,2.583645786,1.749546391,2.174512474,1.559846278,2.43225446,2.2926679
Namibia,3.291585556,3.369278594,3.492183222,1.177948858,4.788661308,4.239794315,12.26954803,2.529262603,7.073175362,6.617094453,2.649811967,0.295971028,6.03924941,5.091338198,5.061482274,5.654561701,6.330232139,5.663774181
New Caledonia,-3.200275506,0.900172502,2.100108842,,,,,,,,,,,,,,,
Niger,10.42226252,-0.568758332,-1.40950935,7.104340612,2.999122036,5.299999998,0.100000001,4.499999999,5.800000002,3.146570396,9.587673209,-0.712671174,8.369239798,2.31140022,11.81366328,5.268378734,7.049797948,3.605301605
Nigeria,2.715640179,0.474237575,5.318093381,4.411065196,3.784648183,10.35418456,33.73577503,3.444666813,8.210964859,6.828398348,6.270263697,6.934416004,7.839739477,4.887386611,4.279277314,5.394416311,6.309718253,2.652693623
Nicaragua,3.711681448,7.03597048,4.101590153,2.960843529,0.753938941,2.520732936,5.31217052,4.282398305,4.15206956,5.287768464,2.851710935,-2.759210147,3.191298766,6.231594567,5.590562193,4.533235949,4.565212146,4.928954392
Netherlands,4.525415041,5.051693368,4.238763069,2.124264345,0.103629981,0.283922581,2.030706315,2.160366002,3.518636961,3.698473106,1.699060778,-3.767583537,1.402662177,1.663626344,-1.057037404,-0.495377915,1.011128408,1.990584966
Norway,2.624459058,2.013307553,3.205285079,2.085328034,1.437708802,0.919841889,3.959038033,2.624720535,2.395092466,2.929766044,0.384306038,-1.622533265,0.60193444,0.96877971,2.748768783,0.99870545,2.214762793,1.598068601
Nepal,3.016389482,4.412573271,6.199999988,4.799762644,0.120266897,3.945037767,4.682603245,3.479181046,3.364614788,3.411560276,6.104639142,4.53307872,4.81641465,3.421828241,4.781192258,4.128877676,5.380583821,3.362953183
Nauru,,,,,,,,,,,,,,,,,,
New Zealand,0.608706759,5.511655183,2.767282965,3.435868391,4.87389869,4.636573433,3.809179261,3.400547676,2.925975851,2.864627982,-1.309300019,-0.537631643,1.37039191,2.69189097,2.736603777,1.579084705,3.172835807,3.39302765
OECD members,2.67672028,3.25226185,3.952579269,1.380661822,1.581525138,1.978520639,3.200663364,2.656271381,2.997851091,2.603479546,0.206723571,-3.546127477,2.922132194,1.752035097,1.222339684,1.137272108,1.757913426,1.966308557
Oman,2.642337974,-0.124806894,5.401372717,4.482454096,-1.10056525,-2.668969447,1.292112564,2.49045836,5.372068299,4.452694304,8.199695813,6.112453761,4.802852057,-1.091025209,7.08065789,3.912783126,2.894205544,3.5
Other small states,,,,4.097650319,4.487188141,4.182011799,9.161299472,5.773686721,10.58384416,10.06511153,7.173512013,2.013919153,9.092922732,7.581525757,3.67778807,3.155071979,3.167562326,2.417457239
Pakistan,2.550234295,3.660132744,4.260088012,1.982484032,3.224429973,4.846320935,7.368571359,7.667304271,6.177542036,4.832817277,1.701405465,2.831658519,1.606691959,2.74840255,3.50703342,4.367249451,4.738354944,5.538100562
Panama,7.341500972,3.917206369,2.715373937,0.574272976,2.228886968,4.205763521,7.522079987,7.191279118,8.527761017,15.31592358,8.611646134,1.598358809,5.767349873,11.80806624,9.229952302,6.624158955,6.053334058,5.777393473
Peru,-0.391710242,1.494863143,2.694311073,0.617831087,5.453764602,4.164850559,4.9582783,6.285172088,7.528816844,8.518441947,9.143148198,1.049232382,8.450746875,6.452216002,5.95034634,5.854057072,2.38417296,3.25689986
Philippines,-0.57672219,3.081926764,4.411212506,2.893992411,3.645898141,4.970363731,6.697636425,4.777663462,5.242953041,6.616668505,4.152757145,1.148330408,7.632263916,3.659755139,6.683810237,7.055272228,6.132343044,5.805728663
Palau,1.999949998,-5.399949781,-1.312929561,4.317386231,6.599552573,-6.348373557,6.946778711,1.257202724,-2.741852043,-0.053191489,-5.588078765,-9.075535513,3.285802852,5.042016807,3.2,-2.436323367,4.256526674,9.363091998
Papua New Guinea,-3.769113351,1.855553847,-2.494841729,-0.121288758,-0.158900358,2.164102531,2.721175412,6.344796039,2.294466151,7.151762439,6.610958325,6.14148229,7.674331651,10.66932893,8.087543144,5.537412004,8.533901802,
Poland,4.981633946,4.524198618,4.259803397,1.2053016,1.443499193,3.562532958,5.135655776,3.547057816,6.192689548,7.201683419,3.920379277,2.634181356,3.698867548,5.008511757,1.561706721,1.264705163,3.282538076,3.649719131
Pre-demographic dividend,8.176726755,4.905509253,3.125506496,4.298096879,0.999363376,0.13388482,21.24414485,5.741597377,8.4647228,7.221400938,6.784506504,4.94342862,6.298919207,4.524904058,5.317477819,5.539904393,4.449493019,3.122698663
Puerto Rico,6.745681787,2.06636381,1.512452504,9.849452032,1.773267622,1.19291552,1.760917241,0.56859912,-0.889569195,-3.325701786,-1.798808345,-2.361113517,-2.612530288,-1.890463033,-2.772499076,-0.577342697,,
"Korea, Dem. People’s Rep.",,,,,,,,,,,,,,,,,,
Portugal,4.791770763,3.888213351,3.787494022,1.943304636,0.768796844,-0.934206327,1.81158365,0.766785017,1.553052692,2.492002475,0.199272251,-2.978104284,1.898691753,-1.826852906,-4.028256714,-1.130155829,0.905794225,1.454463805
Paraguay,0.068035126,-1.366071238,-2.314146032,-0.834057908,-0.021401975,4.320749918,4.057419171,2.133486167,4.807120262,5.421622463,6.35911702,-3.965695886,13.09300368,4.342407086,-1.238968506,14.03627767,4.722333745,3.014746509
Pacific island small states,2.08625176,4.509875361,-0.565101045,1.181027994,1.947276197,1.960369654,4.153997537,2.036479057,2.339509976,1.355546415,1.871603101,-1.630129128,2.919776219,1.058922628,1.855487167,2.652525031,4.091960289,3.379608326
Post-demographic dividend,2.51393044,3.326773367,3.872182855,1.521238828,1.572344528,1.965598732,3.134518617,2.572511457,2.896445911,2.543186661,0.168033339,-3.594360145,2.835875579,1.557545763,1.118434705,1.079289717,1.658072026,1.790583686
French Polynesia,6.199995771,4.000004643,4.000000343,,,,,,,,,,,,,,,
Qatar,,,,3.898186603,7.182151762,3.719958644,19.21891529,7.492758507,26.1702457,17.98565677,17.66355638,11.95656114,19.59233153,13.37517641,4.879570493,4.58167359,4.18377303,3.58277343
Romania,-2.087247178,-0.401527523,2.395094533,5.592002343,5.184192218,5.52427784,8.358591275,4.171914313,8.055560146,6.863757382,8.45898402,-7.06682807,-0.798465536,1.05629446,0.640965688,3.531603199,2.959047007,3.736683579
Russian Federation,-5.299999999,6.4,9.999999999,5.091984231,4.743669897,7.295854331,7.175949192,6.376187027,8.153431973,8.535080209,5.247953532,-7.820885027,4.503725626,4.264176565,3.517941865,1.279453911,0.70637056,-3.72667344
Rwanda,8.858669491,7.58109646,8.318704945,8.668954202,13.51052989,1.451335379,6.946390386,6.912001414,9.235269536,7.612853864,11.16246001,6.267988487,7.312669275,7.851934941,8.788351534,4.684512428,7.00913242,6.904203115
South Asia,5.609391437,7.791716035,4.070791535,4.324358632,3.717359695,7.258615017,7.554272814,8.797876454,8.68296928,8.087745614,3.883498889,7.634751001,9.083569986,6.321693763,5.649628094,6.266686681,6.852434295,7.196362456
Saudi Arabia,2.834525185,-0.748492103,4.864539865,0.547644944,0.127703034,7.659270219,9.254206213,7.256017518,5.576747435,5.992309707,8.427164639,1.829176099,4.761882035,9.95893281,5.38446595,2.669911395,3.638741595,3.485656413
Sudan,4.308504104,3.10409568,6.345867769,6.500360421,6.427273901,7.734591717,3.883307291,7.489738142,10.064308,11.52191003,7.801963334,3.241847572,3.469335093,-1.967728979,-2.214703192,3.299999857,3.100000262,3.43961625
Senegal,5.898672516,6.359843002,3.186639102,4.580916419,0.654803692,6.683228134,5.870772214,5.622606857,2.461570253,4.938485083,3.682524403,2.423175917,4.179363063,1.761118048,4.411180285,3.485217346,4.311051022,6.485194754
Singapore,-2.225229743,6.095204493,8.897544418,-0.952290066,4.211686552,4.435328147,9.549175476,7.489157459,8.860196114,9.111527148,1.787620228,-0.603388298,15.24037704,6.207448728,3.670136095,4.67547762,3.260015288,2.008372345
Solomon Islands,1.783866401,-0.482600682,-14.26748303,-7.978564432,-2.800002522,6.50000183,4.898370946,5.421193232,6.946649998,7.320001264,7.094495143,-4.727872457,6.895556838,12.92847503,4.660611855,3.014386846,1.507426291,3.253985586
Sierra Leone,1.785014281,-1.979285588,6.652727885,-7.140319715,26.26857661,9.382384967,6.417536687,4.332484395,5.525833107,8.058321564,5.399676742,4.649512913,5.365143208,6.268629628,15.04611625,20.48744024,4.590841309,-20.30124592
El Salvador,3.748726161,3.449098435,2.152652497,1.708936396,2.340822748,2.30003827,1.850535583,3.562814501,3.911948645,3.839765177,1.274227301,-3.133046282,1.364783667,2.21683561,1.880955461,1.847286731,1.425262043,2.455062222
San Marino,7.52,9.077380952,2.182810368,5.607476636,0.252844501,3.909205549,4.611650485,2.320185615,3.854875283,3.493449782,1.898734177,,,,,,,
Somalia,,,,,,,,,,,,,,,,,,
Serbia,2.430456631,-12.1465874,7.759209405,4.992714031,7.115788087,4.415414059,9.046513062,5.540426974,4.904348856,5.888760078,5.366683424,-3.115971692,0.584478088,1.401465736,-1.015270388,2.571734107,-1.831301107,0.726074887
Sub-Saharan Africa (excluding high income),2.472729789,2.183185839,3.630582223,3.880324577,2.98360184,4.882056412,11.60033978,5.544683449,7.062069066,7.075289736,5.324859373,2.84702061,5.535038293,4.300400551,3.643188779,4.741644632,4.632543737,2.978059853
South Sudan,,,,,,,,,,,,5.04164188,5.493416395,-4.640316736,-46.08212237,13.12973114,3.373648477,-6.349777952
Sub-Saharan Africa,2.478628199,2.18285846,3.628362578,3.87400511,2.981890333,4.871826457,11.58802085,5.547252162,7.063865765,7.077910637,5.318824314,2.844088332,5.535337881,4.302969722,3.645390608,4.74264319,4.631527012,2.97845892
Small states,,,,3.593479711,4.286043532,4.516284506,8.000993078,5.269409645,9.668260327,8.557544651,5.998708904,0.956930084,7.473376497,6.457116596,3.275714553,2.875774897,2.903495227,2.267401457
Sao Tome and Principe,,,,3.189933317,2.376877471,6.573472701,3.832227084,7.093770448,9.115646545,3.253604914,8.186171817,4.015820883,4.480038922,4.828586114,4.589145046,4.186074416,4.478554136,
Suriname,1.564201258,-0.871057627,-0.068687218,4.553077415,4.299944411,6.010154543,9.256031959,4.570714921,3.84213742,5.111487808,4.143406525,3.01369863,5.157261795,5.267209149,3.071137574,2.837741968,1.842909234,1.499332108
Slovak Republic,4.011814145,-0.205071462,1.210176214,3.316465879,4.522790656,5.418717306,5.258838117,6.397286236,8.485509504,10.83443581,5.652722009,-5.491361008,5.081851666,2.841938591,1.523328264,1.427984633,2.521909235,3.595020933
Slovenia,3.285613401,5.274355086,4.15544216,2.949355156,3.836311613,2.842102933,4.351785441,4.002988098,5.656016806,6.94157235,3.300289653,-7.797360798,1.237670766,0.64933632,-2.718168813,-1.057865675,3.048362068,2.879160899
Sweden,4.226791693,4.530152752,4.735287133,1.563410279,2.073577213,2.385740236,4.32052981,2.818329618,4.688127152,3.404948895,-0.557047628,-5.18465903,5.988926547,2.664407951,-0.286320615,1.241204917,2.266978422,4.093637317
Swaziland,2.604039316,2.950874907,1.760174102,1.157877797,1.777204687,2.24009392,2.906684463,2.463329338,3.302561678,3.503652056,2.373518272,1.250350184,1.68081685,1.327171792,3.027489393,2.949144427,2.450372365,1.657387295
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,
Seychelles,8.403398525,1.872006587,1.514338815,-2.271162762,1.212831267,-5.887127528,-2.850453659,9.005761428,9.40612788,10.42143611,-2.146892655,-1.105245793,5.954962469,7.887279597,6.610243689,6.049822064,3.316985028,3.497813866
Syrian Arab Republic,6.337264017,-3.553656913,2.742857397,5.20094281,5.9,0.6,6.900000004,6.2,4.999999998,5.699999996,,,,,,,,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,
Chad,6.951579914,-0.682850217,-0.879681025,11.65813465,8.491209819,14.72166701,33.62937185,17.33253374,0.648262014,3.271499579,3.052691532,4.217695552,13.55010086,0.082869798,8.882576072,5.700001363,6.899985045,1.799999521
East Asia & Pacific (IDA & IBRD countries),1.73522492,6.056473018,7.440286105,6.659415346,7.812095003,8.68737162,8.869768583,9.647140553,10.7171969,12.12636721,8.407978346,7.549292177,9.772136875,8.441376602,7.42911771,7.136696214,6.722531263,6.460260277
Europe & Central Asia (IDA & IBRD countries),-0.767835824,2.461849322,7.405984574,2.576860491,4.836427294,6.291792187,7.698970731,6.458565216,7.78260477,7.546815041,4.280132439,-5.05185433,5.020234215,5.204993583,2.599872491,2.379756511,1.752214122,-0.052181309
Togo,-2.299876566,2.481751426,-0.783479606,-1.626806272,-0.922151022,4.954397666,2.119065316,1.180406956,4.052412542,2.290453889,2.225480232,3.510296675,3.99567877,4.883763946,4.820343516,3.967792633,5.937491372,5.475268985
Thailand,-7.633733631,4.572298369,4.455676031,3.444243766,6.148879817,7.189329965,6.289288549,4.187834924,4.967916824,5.43509257,1.725667908,-0.738279789,7.506710715,0.833682448,7.230959189,2.70211729,0.817633102,2.819683122
Tajikistan,5.3,3.7,8.299998545,10.2,10.8,11,10.3,6.7,7,7.800001545,7.899997831,3.800000992,6.500000353,7.399999383,7.499999169,7.40000057,6.69925066,4.2
Turkmenistan,7.100000344,16.4999995,5.469064133,4.343845714,0.257179925,3.26882856,5.000407438,13.04036341,10.96709551,11.05929947,14.7,6.100000115,9.199999988,14.69999993,11.09999996,10.2000001,10.29999997,6.49999991
Latin America & the Caribbean (IDA & IBRD countries),2.014368811,-0.089910567,3.785273751,0.788247411,0.274774716,1.597756743,6.362648645,4.538275048,5.412087651,5.938060053,4.110491298,-1.748518749,6.015872856,4.53196387,2.922961675,2.845807725,0.74516589,-0.687050494
Middle East & North Africa (IDA & IBRD countries),6.668126931,4.837173721,4.332482758,2.931015682,3.572248576,2.485128747,8.140105422,4.914595101,5.822900552,6.38591447,3.849959014,3.033362882,5.409080212,-0.703180977,2.77387363,0.935085788,1.579532982,
Timor-Leste,,,17.50563435,16.36690647,-6.646058733,-2.317880795,0.508474576,6.239460371,-5.714285714,11.44781145,14.19939577,12.96296296,9.367681499,9.528907923,6.353861193,2.757352941,5.5,4.251
Tonga,2.718812655,3.881704581,3.369839694,3.601788655,3.416109019,2.156539356,0.764189645,1.577206884,-1.076001205,-4.571113139,2.456248639,1.099573953,4.165690916,2.01912478,0.546957252,-2.675541923,2.143955465,
South Asia (IDA & IBRD),5.609391437,7.791716035,4.070791535,4.324358632,3.717359695,7.258615017,7.554272814,8.797876454,8.68296928,8.087745614,3.883498889,7.634751001,9.083569986,6.321693763,5.649628094,6.266686681,6.852434295,7.196362456
Sub-Saharan Africa (IDA & IBRD countries),2.478628199,2.18285846,3.628362578,3.87400511,2.981890333,4.871826457,11.58802085,5.547252162,7.063865765,7.077910637,5.318824314,2.844088332,5.535337881,4.302969722,3.645390608,4.74264319,4.631527012,2.97845892
Trinidad and Tobago,8.115872287,8.024574797,7.559741736,4.168524081,7.936709641,14.44141647,7.949593657,6.208992894,13.20805778,4.754189988,3.390421366,-4.390592479,-0.092861903,0.006985199,1.366074356,1.739760541,0.816480106,1.006273702
Tunisia,4.783762572,6.054634515,4.709859945,3.796183827,1.322563618,4.702411815,6.235793869,3.486535815,5.244195185,6.709620392,4.237776836,3.043448955,3.510608639,-2.383918674,3.700000026,2.299999969,2.299999972,0.80000008
Turkey,2.308213489,-3.365343997,6.774455335,-5.697476493,6.163839607,5.265265304,9.362807614,8.401617872,6.893489337,4.668578895,0.658839041,-4.825875699,9.156954487,8.772746296,2.127460709,4.192509347,3.020118213,3.984859202
Tuvalu,15.50121998,-1.563791371,-0.970599814,1.634107644,7.886174359,-3.333536533,-1.352181114,-3.779729962,2.138938329,6.350564875,7.983260905,-4.432851394,-2.729427912,8.453323926,0.174458145,1.298187614,1.987889667,
Tanzania,3.708511596,4.840382325,4.933846627,5.997828858,7.163553536,6.886226532,7.828298381,8.173335834,4.660570995,8.464381242,5.566595648,5.382346168,6.358886081,7.904507572,5.141013621,7.26306003,6.965132962,6.967871634
Uganda,4.905265484,8.053948377,3.141907338,5.183661126,8.732685764,6.473258671,6.807233344,6.332565116,10.78474439,8.412425966,8.708751901,7.251045316,5.170342974,9.673224959,4.411259872,3.270736613,4.815273108,5.04298098
Ukraine,-1.899999981,-0.199999989,5.89999999,9.200000012,5.199999972,9.400000012,12.1,2.699999984,7.300000029,7.900000767,2.299999986,-14.80000001,4.200000016,5.200000009,0.199999998,0,-6.60000296,-9.899982989
Upper middle income,2.29993055,2.857605486,5.981528933,3.232512783,4.190092031,5.203322066,8.006113596,7.234758519,8.316232213,9.048979063,5.941904008,1.527184639,7.595634066,6.114957152,4.919983901,4.63774684,3.791383228,2.956503822
Uruguay,4.518890072,-1.939212135,-1.92993064,-3.844129967,-7.732007212,0.805283917,5.004160365,7.460132106,4.098577362,6.54151084,7.176144661,4.243494195,7.803409655,5.162133022,3.538178722,4.63753863,3.238791229,0.982258638
United States,4.449910963,4.685199608,4.092176449,0.975981834,1.786127687,2.806775956,3.78574285,3.345216063,2.666625826,1.77857024,-0.291621459,-2.775529574,2.531920616,1.601454672,2.224030854,1.489524949,2.427795636,2.425970526
Uzbekistan,4.3,4.300000003,3.799999993,4.200000008,3.999999997,4.199999999,7.699999998,7.000000005,7.299999997,9.921153846,9,8.1,8.5,8.3,8.2,8,8.1,8
St. Vincent and the Grenadines,4.089483241,2.710917941,1.637438391,1.709414612,6.323310422,7.689791237,4.15628429,2.488004855,7.661607218,-1.617029317,6.7319684,-2.099061259,-3.365116682,-0.423644081,1.380494196,1.670008481,0.656613575,1.451904416
"Venezuela, RB",0.294055161,-5.970458146,3.686944167,3.394236108,-8.855647353,-7.75530005,18.28660669,10.3179138,9.872149109,8.753578808,5.277854124,-3.202302657,-1.488791251,4.176425359,5.625956975,1.343094036,-3.894386475,-5.7
British Virgin Islands,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,
Vietnam,5.764455464,4.773586881,6.787316408,6.192893312,6.320820988,6.899063492,7.536410612,7.547247727,6.977954812,7.129504484,5.661771208,5.397897543,6.423238217,6.240302749,5.247367156,5.421882991,5.983654637,6.679288789
Vanuatu,4.301466021,0.334788215,5.922044539,-3.488507759,-5.111218569,4.293431178,3.984754831,5.30285231,8.462928669,5.175676788,6.448521358,3.312815802,1.629081596,1.223225535,1.754749927,1.96914608,2.304347102,
West Bank and Gaza,25.94759176,17.95702567,-9.93456706,-6.45470159,-1.417431798,9.496431875,8.693986546,10.93967063,-4.583703463,-1.727003605,-8.590175873,20.94078783,2.337462352,7.835718182,14.53603506,-4.280020715,-1.091389245,12.39324294
